,Accident_Severity,light_Darkness - lights lit,light_Darkness - no lighting,light_Daylight,road_Dual carriageway,road_On/off ramp,road_One way street,road_Roundabout,road_Single carriageway,speed_Over 40 km/s,speed_Under 40 km/s,area_Rural,area_Urban,age_Adolescent,age_Adult,age_Senior,vehicle_Bike,vehicle_Car,vehicle_Goods,vehicle_Motorcycle
25857,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
25974,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
25975,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
26038,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
26089,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
26102,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
26103,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
26183,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
26184,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
26185,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
26186,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
26189,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
26216,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
26298,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
26316,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
26318,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
26319,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
26320,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
26323,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
26328,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
26329,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
26381,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
26403,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
26407,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
26449,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
26497,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
26532,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
26544,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
26553,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
26609,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
26867,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
26897,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
26911,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
26912,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
26921,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
26922,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
27194,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
27216,Fatal,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
27278,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
27283,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
27300,Fatal,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
27301,Fatal,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
27317,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
27357,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
27509,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
27510,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
27511,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
27602,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
27729,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
27730,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
27731,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
27818,Fatal,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
27820,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
27821,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
27835,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
27857,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
27990,Fatal,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
28071,Fatal,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
28072,Fatal,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
28093,Fatal,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
28222,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
28223,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
28281,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
28282,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
28435,Fatal,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
28518,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
28519,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
28597,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
28598,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
28599,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
28659,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
28660,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
28661,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
28700,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
28734,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
28774,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
28797,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
28798,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
28928,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
29181,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
29465,Fatal,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
29466,Fatal,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
29520,Fatal,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
29626,Fatal,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
29690,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
29754,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
29780,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
29796,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
29817,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
30144,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
30190,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
30355,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
30357,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
30358,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
30454,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
30479,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
30524,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
30647,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
30648,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
30690,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
30711,Fatal,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
30720,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
30721,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
30831,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
30967,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
31113,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
31114,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
31187,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
31550,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
31659,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
31817,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
31837,Fatal,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
31846,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
31893,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
31900,Fatal,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
31902,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
31971,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
31987,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
32069,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
32085,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
32103,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
32133,Fatal,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
32134,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
32176,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
32227,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
32228,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
32284,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
32285,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
32306,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
32331,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
32402,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
32403,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
32426,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
32441,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
32442,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
32532,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
32554,Fatal,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
32555,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
32562,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
32574,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
32581,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
32583,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
32606,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
32608,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
32638,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
32699,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
32763,Fatal,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
32893,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
32962,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
32994,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
33055,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
33070,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
33084,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
33192,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
33240,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
33282,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
33284,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
33327,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
33370,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
33590,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
33690,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
33707,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
33847,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
34089,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
34164,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
34624,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
34654,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
34697,Fatal,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
34822,Fatal,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
34845,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
34852,Fatal,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
34915,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
35067,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
35094,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
35185,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
35207,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
35338,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
35339,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
35368,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
35591,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
35640,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
35656,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
35692,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
35770,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
36358,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
36392,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
36436,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
36437,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
36585,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
36586,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
36700,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
36759,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
36788,Fatal,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
36954,Fatal,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
37053,Fatal,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
37054,Fatal,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
37055,Fatal,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
37190,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
37210,Fatal,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
37225,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
37229,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
37319,Fatal,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
37334,Fatal,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
37492,Fatal,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
37539,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
37545,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
37653,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
37654,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
37712,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
37762,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
37901,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
37902,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
38116,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
38151,Fatal,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
38177,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
38245,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
38301,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
38515,Fatal,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
38556,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
38557,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
38570,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
38607,Fatal,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
38608,Fatal,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
38609,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
38653,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
38855,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
38856,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
38857,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
38902,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
38903,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
39274,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
39300,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
39322,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
39377,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
39449,Fatal,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
39450,Fatal,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
39451,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
39452,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
39453,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
39539,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
39553,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
39565,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
39571,Fatal,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
39586,Fatal,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
39654,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
39733,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
39792,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
39896,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
39899,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
39909,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
39935,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
39936,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
39962,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
39963,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
40012,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
40075,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
40099,Fatal,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
40169,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
40174,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
40189,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
40200,Fatal,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
40215,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
40219,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
40220,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
40223,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
40241,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
40260,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
40278,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
40333,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
40334,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
40335,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
40372,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
40373,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
40421,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
40431,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
40503,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
40600,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
40601,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
40602,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
40603,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
40615,Fatal,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
40707,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
40708,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
40709,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
40710,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
40885,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
40886,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
40904,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
40937,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
40938,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
41014,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
41015,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
41034,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
41035,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
41059,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
41074,Fatal,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
41112,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
41172,Fatal,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
41178,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
41203,Fatal,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
